id,value,feed_id,created_at,lat,lon,ele
0F397G5XERM30Q6S3PDNRH5PR0,28.34,2301481,2022-08-15 12:35:16 UTC,,,
0F397GR7BPTQGCRMWB249ENGWK,28.33,2301481,2022-08-15 12:36:16 UTC,,,
0F397HAMARJZC5YG65BVWD403X,28.31,2301481,2022-08-15 12:37:16 UTC,,,
0F397HXCJ957AHH76RXQJP7DR8,28.32,2301481,2022-08-15 12:38:17 UTC,,,
0F397JF71GEGMCKYJ1ZB8A1GS3,28.31,2301481,2022-08-15 12:39:16 UTC,,,
0F397K1FG5SPYFJN71Q787DR1Q,28.35,2301481,2022-08-15 12:40:16 UTC,,,
0F397KKXGC182XBBD46JK4ZT2Z,28.38,2301481,2022-08-15 12:41:16 UTC,,,
0F397M66T7V8M0EJ20R1XQYM6Z,28.37,2301481,2022-08-15 12:42:16 UTC,,,
0F397MRFNMAF9GFZJ7Q6D6CG6P,28.34,2301481,2022-08-15 12:43:16 UTC,,,
0F397NAS5DXC3T027FBPTQD03Z,28.34,2301481,2022-08-15 12:44:16 UTC,,,
0F397NX1QTVPG5F875F0FK7RZZ,28.36,2301481,2022-08-15 12:45:16 UTC,,,
0F397PFFTVMKRR2TG40KZ969N1,28.39,2301481,2022-08-15 12:46:16 UTC,,,
0F397Q1RS759XR2SDZQVG6GMFP,28.38,2301481,2022-08-15 12:47:16 UTC,,,
0F397QM25TXHWSPCQ4XZ1BBKQE,28.4,2301481,2022-08-15 12:48:16 UTC,,,
0F397R6AZPVA4XYMK2X41DV6PG,28.43,2301481,2022-08-15 12:49:16 UTC,,,
0F397RRS5SVG3ZRZ0Z84BP1SQC,28.4,2301481,2022-08-15 12:50:16 UTC,,,
0F397SB256P94RYMZM979G5873,28.42,2301481,2022-08-15 12:51:16 UTC,,,
0F397SXB13AP91MXCFE6WW3ERZ,28.46,2301481,2022-08-15 12:52:16 UTC,,,
0F397TFM8P2WQT0GYHHRH3ZWEJ,28.47,2301481,2022-08-15 12:53:16 UTC,,,
0F397V2D2QVBRHYNASDP0ADW8X,28.46,2301481,2022-08-15 12:54:17 UTC,,,
0F397VMBN4D9R2Y2KHAMZZQS8Z,28.43,2301481,2022-08-15 12:55:16 UTC,,,
0F397W6M6RRGBCF8TD5GQZMP5K,28.44,2301481,2022-08-15 12:56:16 UTC,,,
0F397WRXMPKTW6MWP90NNJ5RGK,28.41,2301481,2022-08-15 12:57:16 UTC,,,
0F397XB6AQMEJD6V91E05P2FQ2,28.43,2301481,2022-08-15 12:58:16 UTC,,,
0F397XXMB64QRK9WT2JD4ZTA47,28.47,2301481,2022-08-15 12:59:16 UTC,,,
0F397YFXFDEXEMGW6VE7HTFA7H,28.46,2301481,2022-08-15 13:00:16 UTC,,,
0F397Z26B14DRKQ9NA2WS9GMZ8,28.43,2301481,2022-08-15 13:01:16 UTC,,,
0F397ZMFFS74Z4PG9RZB9QN6WA,28.43,2301481,2022-08-15 13:02:16 UTC,,,
0F39806RKP3VQ19DS7XWN5ZFG5,28.46,2301481,2022-08-15 13:03:16 UTC,,,
0F3980S762TV63WHFZPBT0Y250,28.49,2301481,2022-08-15 13:04:17 UTC,,,
0F3981BGF5JEEEG2SWC5KGC8QH,28.5,2301481,2022-08-15 13:05:16 UTC,,,
0F3981XS3NCWHS77PAYBSBSDVT,28.49,2301481,2022-08-15 13:06:16 UTC,,,
0F3982G27JFZE675QMCVNDSTDE,28.5,2301481,2022-08-15 13:07:16 UTC,,,
0F39832FPXW39ATQ2GPRQABK30,28.51,2301481,2022-08-15 13:08:17 UTC,,,
0F3983MRQJDAZV202WRPD447CK,28.52,2301481,2022-08-15 13:09:17 UTC,,,
0F398472518WVBJCR2N7MHX3EP,28.5,2301481,2022-08-15 13:10:16 UTC,,,
0F3984SBB4SE1917WZSS136JWJ,28.49,2301481,2022-08-15 13:11:16 UTC,,,
0F3985BM5PCFYGBD9DDXHVE1BJ,28.48,2301481,2022-08-15 13:12:16 UTC,,,
0F3985Y1XQ0JZTEBYW2V3RSGTH,28.47,2301481,2022-08-15 13:13:17 UTC,,,
0F3986GAT510NZBMJMNVAAAB3F,28.43,2301481,2022-08-15 13:14:17 UTC,,,
0F39872MA2WXJ38SK5A05QDFME,28.44,2301481,2022-08-15 13:15:16 UTC,,,
